Date,Unnamed: 0,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Unnamed: 0_x,Tmax_x,Tmin_x,Tavg_x,Depart_x,DewPoint_x,WetBulb_x,Heat_x,Cool_x,Sunrise_x,Sunset_x,CodeSum_x,Depth_x,PrecipTotal_x,StnPressure_x,SeaLevel_x,ResultSpeed_x,ResultDir_x,AvgSpeed_x,Unnamed: 0_y,Tmax_y,Tmin_y,Tavg_y,Depart_y,DewPoint_y,WetBulb_y,Heat_y,Cool_y,Sunrise_y,Sunset_y,CodeSum_y,Depth_y,PrecipTotal_y,StnPressure_y,SeaLevel_y,ResultSpeed_y,ResultDir_y,AvgSpeed_y,Day_length
2007-05-29,15,"1100 South Peoria Street, Chicago, IL 60608, USA",CULEX RESTUANS,11, S PEORIA ST,T091,"1100  S PEORIA ST, Chicago, IL",41.862292,-87.64886,8,1,0,56,88,60,74,10,58,65,0,9,421,1917,BR HZ,0,0.0,29.39,30.11,5.8,18,6.5,57,88,65,77,0,59,66,0,12,0,0,BR HZ,0,0.0,29.44,30.09,5.8,16,7.4,1496
2007-05-29,16,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,3,0,56,88,60,74,10,58,65,0,9,421,1917,BR HZ,0,0.0,29.39,30.11,5.8,18,6.5,57,88,65,77,0,59,66,0,12,0,0,BR HZ,0,0.0,29.44,30.09,5.8,16,7.4,1496
2007-05-29,17,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,5,0,56,88,60,74,10,58,65,0,9,421,1917,BR HZ,0,0.0,29.39,30.11,5.8,18,6.5,57,88,65,77,0,59,66,0,12,0,0,BR HZ,0,0.0,29.44,30.09,5.8,16,7.4,1496
2007-05-29,18,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,56,88,60,74,10,58,65,0,9,421,1917,BR HZ,0,0.0,29.39,30.11,5.8,18,6.5,57,88,65,77,0,59,66,0,12,0,0,BR HZ,0,0.0,29.44,30.09,5.8,16,7.4,1496
2007-05-29,19,"North Streeter Drive, Chicago, IL 60611, USA",CULEX PIPIENS/RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,1,0,56,88,60,74,10,58,65,0,9,421,1917,BR HZ,0,0.0,29.39,30.11,5.8,18,6.5,57,88,65,77,0,59,66,0,12,0,0,BR HZ,0,0.0,29.44,30.09,5.8,16,7.4,1496
2007-05-29,20,"North Streeter Drive, Chicago, IL 60611, USA",CULEX RESTUANS,53, N STREETER DR,T129,"5300  N STREETER DR, Chicago, IL",41.891126,-87.61156,5,2,0,56,88,60,74,10,58,65,0,9,421,1917,BR HZ,0,0.0,29.39,30.11,5.8,18,6.5,57,88,65,77,0,59,66,0,12,0,0,BR HZ,0,0.0,29.44,30.09,5.8,16,7.4,1496
2007-05-29,21,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,1,0,56,88,60,74,10,58,65,0,9,421,1917,BR HZ,0,0.0,29.39,30.11,5.8,18,6.5,57,88,65,77,0,59,66,0,12,0,0,BR HZ,0,0.0,29.44,30.09,5.8,16,7.4,1496
2007-05-29,22,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999997,8,1,0,56,88,60,74,10,58,65,0,9,421,1917,BR HZ,0,0.0,29.39,30.11,5.8,18,6.5,57,88,65,77,0,59,66,0,12,0,0,BR HZ,0,0.0,29.44,30.09,5.8,16,7.4,1496
2007-05-29,23,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,1,0,56,88,60,74,10,58,65,0,9,421,1917,BR HZ,0,0.0,29.39,30.11,5.8,18,6.5,57,88,65,77,0,59,66,0,12,0,0,BR HZ,0,0.0,29.44,30.09,5.8,16,7.4,1496
2007-05-29,24,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0,56,88,60,74,10,58,65,0,9,421,1917,BR HZ,0,0.0,29.39,30.11,5.8,18,6.5,57,88,65,77,0,59,66,0,12,0,0,BR HZ,0,0.0,29.44,30.09,5.8,16,7.4,1496
2007-06-05,25,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,3,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,26,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,5,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,27,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,1,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,28,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS/RESTUANS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,1,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,29,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,2,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,30,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS/RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,1,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,31,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX RESTUANS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,2,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,32,"1500 West Webster Avenue, Chicago, IL 60614, USA",CULEX PIPIENS,15, W WEBSTER AVE,T045,"1500  W WEBSTER AVE, Chicago, IL",41.9216,-87.666455,8,1,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,33,"2500 West Grand Avenue, Chicago, IL 60654, USA",CULEX RESTUANS,25, W GRAND AVE,T046,"2500  W GRAND AVE, Chicago, IL",41.891118,-87.65449100000002,8,1,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,34,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,1,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,35,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX RESTUANS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,1,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,36,"1100 Roosevelt Road, Chicago, IL 60608, USA",CULEX PIPIENS,11, W ROOSEVELT,T048,"1100  W ROOSEVELT, Chicago, IL",41.867108,-87.654224,8,2,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,37,"1100 West Chicago Avenue, Chicago, IL 60642, USA",CULEX RESTUANS,11, W CHICAGO,T049,"1100  W CHICAGO, Chicago, IL",41.896282,-87.655232,8,2,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,38,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX PIPIENS/RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,39,"2100 North Stave Street, Chicago, IL 60647, USA",CULEX RESTUANS,21, N STAVE ST,T050,"2100  N STAVE ST, Chicago, IL",41.919343,-87.694259,8,1,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,40,"2200 North Cannon Drive, Chicago, IL 60614, USA",CULEX RESTUANS,22, N CANNON DR,T054,"2200  N CANNON DR, Chicago, IL",41.921965,-87.632085,8,3,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,41,"2200 West 113th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 113TH ST,T086,"2200  W 113TH ST, Chicago, IL",41.688324,-87.676709,8,4,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,42,"1700 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,17, W 95TH ST,T094,"1700  W 95TH ST, Chicago, IL",41.720848,-87.666014,9,2,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,43,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,44,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX RESTUANS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,45,"2200 West 89th Street, Chicago, IL 60643, USA",CULEX PIPIENS,22, W 89TH ST,T096,"2200  W 89TH ST, Chicago, IL",41.731922,-87.677512,8,1,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,46,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,2,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,47,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999129,-87.795585,8,9,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,48,"1500 North Long Avenue, Chicago, IL 60651, USA",CULEX RESTUANS,15, N LONG AVE,T153,"1500  N LONG AVE, Chicago, IL",41.907645,-87.760886,8,3,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,49,"8900 South Carpenter Street, Chicago, IL 60620, USA",CULEX RESTUANS,89, S CARPENTER ST,T159,"8900  S CARPENTER ST, Chicago, IL",41.732984,-87.649642,8,1,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,50,"9100 West Higgins Avenue, Chicago, IL 60656, USA",CULEX RESTUANS,91, W HIGGINS AVE,T009,"9100  W HIGGINS AVE, Chicago, IL",41.98196400000001,-87.812827,8,2,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,51,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,1,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,52,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000002,8,1,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,53,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX RESTUANS,38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.69845699999998,9,1,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,54,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,49, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,1,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,55,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,2,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,56,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801498,-87.763416,9,1,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,57,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",CULEX RESTUANS,14, N HUMBOLDT DR,T033,"1400  N HUMBOLDT DR, Chicago, IL",41.906638,-87.701431,9,3,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,58,"South Vincennes Avenue, Chicago, IL, USA",CULEX RESTUANS,10, S VINCENNES,T089,"1000  S VINCENNES, Chicago, IL",41.723195,-87.64997,5,1,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,59,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX PIPIENS/RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,1,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,60,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",CULEX RESTUANS,11, S ASHLAND AVE,T090,"1100  S ASHLAND AVE, Chicago, IL",41.868077,-87.666901,9,7,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
2007-06-05,61,"1100 South State Street, Chicago, IL 60605, USA",CULEX PIPIENS/RESTUANS,11, S STATE ST,T092,"1100  S STATE ST, Chicago, IL",41.869216,-87.627561,8,1,0,70,64,47,56,-9,48,51,9,0,417,1923,RA BR,0,0.42,29.1,29.79,5.2,5,7.6,71,63,51,57,0,47,52,8,0,0,0,RA BR,0,0.27,29.16,29.78,6.2,3,8.1,1506
